product_id,product_name,brand_id,category_id,model_year,list_price
56,trek_domane_slr_6_disc_2017,9,7,2017,5499.99
57,trek_emonda_s_5_2017,9,7,2017,1999.99
58,trek_madone_92_2017,9,7,2017,4999.99
59,trek_domane_s_5_disc_2017,9,7,2017,2599.99
60,sun_bicycles_electrolite_2017,7,5,2017,1559.99
61,trek_powerfly_8_fs_plus_2017,9,5,2017,4999.99
62,trek_boone_7_2017,9,4,2017,3499.99
63,trek_boone_race_shop_limited_2017,9,4,2017,3499.99
64,electra_townie_original_7d_2017,1,3,2017,489.99
65,sun_bicycles_lil_bolt_typer_2017,7,3,2017,346.99
66,sun_bicycles_revolutions_24_2017,7,3,2017,250.99
67,sun_bicycles_revolutions_24_girls_2017,7,3,2017,250.99
68,sun_bicycles_cruz_3_2017,7,3,2017,449.99
69,sun_bicycles_cruz_7_2017,7,3,2017,416.99
70,electra_amsterdam_original_3i_20152017,1,3,2017,659.99
71,sun_bicycles_atlas_xtype_2017,7,3,2017,416.99
72,sun_bicycles_biscayne_tandem_7_2017,7,3,2017,619.99
73,sun_bicycles_brickell_tandem_7_2017,7,3,2017,749.99
74,electra_cruiser_lux_1_2017,1,3,2017,439.99
75,electra_cruiser_lux_fat_tire_1_ladies_2017,1,3,2017,599.99
76,electra_girls_hawaii_1_16_2017,1,3,2017,299.99
77,electra_glam_punk_3i_ladies_2017,1,3,2017,799.99
78,sun_bicycles_biscayne_tandem_cb_2017,7,3,2017,647.99
79,sun_bicycles_boardwalk_24inch_wheels_2017,7,3,2017,402.99
80,sun_bicycles_brickell_tandem_cb_2017,7,3,2017,761.99
81,electra_amsterdam_fashion_7i_ladies_2017,1,3,2017,1099.99
82,electra_amsterdam_original_3i_ladies_2017,1,3,2017,659.99
83,trek_boys_kickster_20152017,9,1,2017,149.99
84,sun_bicycles_lil_kittn_2017,7,1,2017,109.99
85,haro_downtown_16_2017,2,1,2017,329.99
86,trek_girls_kickster_2017,9,1,2017,149.99
87,trek_precaliber_12_boys_2017,9,1,2017,189.99
88,trek_precaliber_12_girls_2017,9,1,2017,189.99
89,trek_precaliber_16_boys_2017,9,1,2017,209.99
90,trek_precaliber_16_girls_2017,9,1,2017,209.99
91,trek_precaliber_24_21speed_girls_2017,9,1,2017,349.99
92,haro_shredder_20_2017,2,1,2017,209.99
93,haro_shredder_20_girls_2017,2,1,2017,209.99
94,haro_shredder_pro_20_2017,2,1,2017,249.99
95,electra_girls_hawaii_1_16_2017,1,1,2017,299.99
96,electra_moto_3i_20inch_boys_2017,1,1,2017,349.99
97,electra_savannah_3i_20inch_girls_2017,1,1,2017,349.99
98,electra_straight_8_3i_20inch_boys_2017,1,1,2017,489.99
99,electra_sugar_skulls_1_20inch_girls_2017,1,1,2017,299.99
100,electra_townie_3i_eq_20inch_boys_2017,1,1,2017,489.99
101,electra_townie_7d_20inch_boys_2017,1,1,2017,339.99
102,electra_townie_original_7d_2017,1,2,2017,489.99
103,sun_bicycles_streamway_3_2017,7,2,2017,551.99
104,sun_bicycles_streamway_2017,7,2,2017,481.99
105,sun_bicycles_streamway_7_2017,7,2,2017,533.99
106,sun_bicycles_cruz_3_2017,7,2,2017,449.99
107,sun_bicycles_cruz_7_2017,7,2,2017,416.99
108,sun_bicycles_cruz_3_womens_2017,7,2,2017,449.99
109,sun_bicycles_cruz_7_womens_2017,7,2,2017,416.99
110,sun_bicycles_drifter_7_2017,7,2,2017,470.99
111,sun_bicycles_drifter_7_womens_2017,7,2,2017,470.99
112,trek_820_2018,9,6,2018,379.99
113,trek_marlin_5_2018,9,6,2018,489.99
114,trek_marlin_6_2018,9,6,2018,579.99
115,trek_fuel_ex_8_29_2018,9,6,2018,3199.99
116,trek_marlin_7_20172018,9,6,2018,749.99
117,trek_ticket_s_frame_2018,9,6,2018,1469.99
118,trek_xcaliber_8_2018,9,6,2018,999.99
119,trek_kids_neko_2018,9,6,2018,469.99
120,trek_fuel_ex_7_29_2018,9,6,2018,2499.99
121,surly_krampus_frameset_2018,8,6,2018,2499.99
122,surly_troll_frameset_2018,8,6,2018,2499.99
123,trek_farley_carbon_frameset_2018,9,6,2018,999.99
124,surly_krampus_2018,8,6,2018,1499.0
125,trek_kids_dual_sport_2018,9,6,2018,469.99
126,surly_big_fat_dummy_frameset_2018,8,6,2018,469.99
127,surly_pack_rat_frameset_2018,8,6,2018,469.99
128,surly_ecr_275_2018,8,6,2018,1899.0
129,trek_xcaliber_7_2018,9,6,2018,919.99
130,trek_stache_carbon_frameset_2018,9,6,2018,919.99
131,heller_bloodhound_trail_2018,3,6,2018,2599.0
132,trek_procal_al_frameset_2018,9,6,2018,1499.99
133,trek_procaliber_frameset_2018,9,6,2018,1499.99
134,trek_remedy_275_c_frameset_2018,9,6,2018,1499.99
135,trek_xcaliber_frameset_2018,9,6,2018,1499.99
136,trek_procaliber_6_2018,9,6,2018,1799.99
137,heller_shagamaw_gx1_2018,3,6,2018,2599.0
138,trek_fuel_ex_5_plus_2018,9,6,2018,2249.99
139,trek_remedy_7_275_2018,9,6,2018,2999.99
140,trek_remedy_98_275_2018,9,6,2018,4999.99
141,trek_stache_5_2018,9,6,2018,1599.99
142,trek_fuel_ex_8_29_xt_2018,9,6,2018,3199.99
143,trek_domane_alr_3_2018,9,7,2018,1099.99
144,trek_domane_alr_4_disc_2018,9,7,2018,1549.99
145,trek_domane_alr_5_disc_2018,9,7,2018,1799.99
146,trek_domane_slr_6_2018,9,7,2018,4999.99
147,trek_domane_alr_5_gravel_2018,9,7,2018,1799.99
148,trek_domane_sl_8_disc_2018,9,7,2018,5499.99
149,trek_domane_slr_8_disc_2018,9,7,2018,7499.99
150,trek_emonda_sl_7_2018,9,7,2018,4499.99
151,trek_domane_alr_4_disc_womens_2018,9,7,2018,1549.99
152,trek_domane_sl_5_disc_womens_2018,9,7,2018,2499.99
153,trek_domane_sl_7_womens_2018,9,7,2018,4999.99
154,trek_domane_slr_6_disc_womens_2018,9,7,2018,5499.99
155,trek_domane_slr_9_disc_2018,9,7,2018,11999.99
156,trek_domane_sl_frameset_2018,9,7,2018,6499.99
157,trek_domane_sl_frameset_womens_2018,9,7,2018,6499.99
158,trek_crossrip_1_2018,9,7,2018,959.99
159,trek_emonda_alr_6_2018,9,7,2018,2299.99
160,trek_emonda_slr_6_2018,9,7,2018,4499.99
161,surly_ecr_2018,8,7,2018,1899.0
162,trek_emonda_sl_6_disc_2018,9,7,2018,2999.99
163,surly_pack_rat_2018,8,7,2018,1349.0
164,surly_straggler_650b_2018,8,7,2018,1549.0
165,trek_1120_2018,9,7,2018,2499.99
166,trek_domane_al_2_womens_2018,9,7,2018,749.99
167,surly_ecr_frameset_2018,8,7,2018,749.99
168,surly_straggler_2018,8,7,2018,1549.0
169,trek_emonda_slr_8_2018,9,7,2018,6499.99
170,trek_crossrip_2_2018,9,7,2018,1299.99
171,trek_domane_sl_6_2018,9,7,2018,3199.99
172,trek_domane_alr_disc_frameset_2018,9,7,2018,3199.99
173,trek_domane_alr_frameset_2018,9,7,2018,3199.99
174,trek_domane_slr_disc_frameset_2018,9,7,2018,3199.99
175,trek_domane_slr_frameset_2018,9,7,2018,3199.99
176,trek_madone_9_frameset_2018,9,7,2018,3199.99
177,trek_domane_slr_6_disc_2018,9,7,2018,5499.99
178,trek_domane_al_2_2018,9,7,2018,749.99
179,trek_domane_al_3_2018,9,7,2018,919.99
180,trek_domane_al_3_womens_2018,9,7,2018,919.99
181,trek_domane_sl_5_2018,9,7,2018,2199.99
182,trek_domane_sl_5_disc_2018,9,7,2018,2499.99
183,trek_domane_sl_5_womens_2018,9,7,2018,2199.99
184,trek_domane_sl_6_disc_2018,9,7,2018,3499.99
185,trek_conduit_2018,9,5,2018,2799.99
186,trek_crossrip_2018,9,5,2018,4499.99
187,trek_neko_2018,9,5,2018,2799.99
188,trek_xm700_lowstep_2018,9,5,2018,3499.99
189,trek_lift_lowstep_2018,9,5,2018,2799.99
190,trek_dual_sport_2018,9,5,2018,2799.99
191,electra_loft_go_8i_2018,1,5,2018,2799.99
192,electra_townie_go_8i_20172018,1,5,2018,2599.99
193,trek_lift_2018,9,5,2018,2799.99
194,trek_xm700_2018,9,5,2018,3499.99
195,electra_townie_go_8i_ladies_2018,1,5,2018,2599.99
196,trek_verve_2018,9,5,2018,2299.99
197,trek_verve_lowstep_2018,9,5,2018,2299.99
198,electra_townie_commute_go_2018,1,5,2018,2999.99
199,electra_townie_commute_go_ladies_2018,1,5,2018,2999.99
200,trek_powerfly_5_2018,9,5,2018,3499.99
201,trek_powerfly_5_fs_2018,9,5,2018,4499.99
202,trek_powerfly_5_womens_2018,9,5,2018,3499.99
203,trek_powerfly_7_fs_2018,9,5,2018,4999.99
204,trek_super_commuter_7_2018,9,5,2018,3599.99
205,trek_super_commuter_8s_2018,9,5,2018,4999.99
206,trek_boone_5_disc_2018,9,4,2018,3299.99
207,trek_boone_7_disc_2018,9,4,2018,3999.99
208,trek_crockett_5_disc_2018,9,4,2018,1799.99
209,trek_crockett_7_disc_2018,9,4,2018,2999.99
210,surly_straggler_2018,8,4,2018,1549.0
211,surly_straggler_650b_2018,8,4,2018,1549.0
212,electra_townie_original_21d_2018,1,3,2018,559.99
213,electra_cruiser_1_201620172018,1,3,2018,269.99
214,electra_tiger_shark_3i_2018,1,3,2018,899.99
215,electra_queen_of_hearts_3i_2018,1,3,2018,749.99
216,electra_super_moto_8i_2018,1,3,2018,899.99
217,electra_straight_8_3i_2018,1,3,2018,909.99
218,electra_cruiser_7d_201620172018,1,3,2018,319.99
219,electra_moto_3i_2018,1,3,2018,639.99
220,electra_cruiser_1_ladies_2018,1,3,2018,269.99
221,electra_cruiser_7d_ladies_20162018,1,3,2018,319.99
222,electra_cruiser_1_tall_20162018,1,3,2018,269.99
223,electra_cruiser_lux_3i_2018,1,3,2018,529.99
224,electra_cruiser_lux_7d_2018,1,3,2018,479.99
225,electra_delivery_3i_201620172018,1,3,2018,959.99
226,electra_townie_original_21d_eq_20172018,1,3,2018,679.99
227,electra_cruiser_7d_24inch_ladies_20162018,1,3,2018,319.99
228,electra_cruiser_7d_tall_20162018,1,3,2018,319.99
229,electra_cruiser_lux_1_20162018,1,3,2018,429.99
230,electra_cruiser_lux_1_ladies_2018,1,3,2018,429.99
231,electra_cruiser_lux_3i_ladies_2018,1,3,2018,529.99
232,electra_cruiser_lux_7d_ladies_2018,1,3,2018,479.99
233,electra_cruiser_lux_fat_tire_7d_2018,1,3,2018,639.99
234,electra_daydreamer_3i_ladies_2018,1,3,2018,899.99
235,electra_koa_3i_ladies_2018,1,3,2018,899.99
236,electra_morningstar_3i_ladies_2018,1,3,2018,749.99
237,electra_relic_3i_2018,1,3,2018,849.99
238,electra_townie_balloon_8d_eq_201620172018,1,3,2018,749.99
239,electra_townie_balloon_8d_eq_ladies_201620172018,1,3,2018,749.99
240,electra_townie_commute_27d_ladies_2018,1,3,2018,899.99
241,electra_townie_commute_8d_2018,1,3,2018,749.99
242,electra_townie_commute_8d_ladies_2018,1,3,2018,699.99
243,electra_townie_original_21d_eq_ladies_2018,1,3,2018,679.99
244,electra_townie_original_21d_ladies_2018,1,3,2018,559.99
245,electra_townie_original_3i_eq_20172018,1,3,2018,659.99
246,electra_townie_original_3i_eq_ladies_2018,1,3,2018,639.99
247,electra_townie_original_7d_eq_2018,1,3,2018,599.99
248,electra_townie_original_7d_eq_ladies_20172018,1,3,2018,599.99
249,electra_white_water_3i_2018,1,3,2018,749.99
250,electra_townie_go_8i_20172018,1,3,2018,2599.99
251,electra_townie_commute_go_2018,1,3,2018,2999.99
252,electra_townie_commute_go_ladies_2018,1,3,2018,2999.99
253,electra_townie_go_8i_ladies_2018,1,3,2018,2599.99
254,electra_townie_balloon_3i_eq_20172018,1,3,2018,749.99
255,electra_townie_balloon_7i_eq_ladies_20172018,1,3,2018,899.99
256,electra_townie_commute_27d_2018,1,3,2018,899.99
257,electra_amsterdam_fashion_3i_ladies_20172018,1,3,2018,899.99
258,electra_amsterdam_royal_8i_20172018,1,3,2018,1259.9
259,electra_amsterdam_royal_8i_ladies_2018,1,3,2018,1199.99
260,electra_townie_balloon_3i_eq_ladies_2018,1,3,2018,799.99
261,electra_townie_balloon_7i_eq_2018,1,3,2018,899.99
262,trek_mt_201_2018,9,1,2018,249.99
263,strider_classic_12_balance_bike_2018,6,1,2018,89.99
264,strider_sport_16_2018,6,1,2018,249.99
265,strider_strider_20_sport_2018,6,1,2018,289.99
266,trek_superfly_20_2018,9,1,2018,399.99
267,trek_precaliber_12_girls_2018,9,1,2018,199.99
268,trek_kickster_2018,9,1,2018,159.99
269,trek_precaliber_12_boys_2018,9,1,2018,199.99
270,trek_precaliber_16_boys_2018,9,1,2018,209.99
271,trek_precaliber_16_girls_2018,9,1,2018,209.99
272,trek_precaliber_20_6speed_boys_2018,9,1,2018,289.99
273,trek_precaliber_20_6speed_girls_2018,9,1,2018,289.99
274,trek_precaliber_20_boys_2018,9,1,2018,229.99
275,trek_precaliber_20_girls_2018,9,1,2018,229.99
276,trek_precaliber_24_7speed_boys_2018,9,1,2018,319.99
277,trek_precaliber_24_21speed_boys_2018,9,1,2018,369.99
278,trek_precaliber_24_21speed_girls_2018,9,1,2018,369.99
279,trek_precaliber_24_7speed_girls_2018,9,1,2018,319.99
280,trek_superfly_24_20172018,9,1,2018,489.99
281,electra_cruiser_7d_24inch_ladies_20162018,1,1,2018,319.99
282,electra_cyclosaurus_1_16inch_boys_2018,1,1,2018,279.99
283,electra_heartchya_1_20inch_girls_2018,1,1,2018,319.99
284,electra_savannah_1_20inch_girls_2018,1,1,2018,319.99
285,electra_soft_serve_1_16inch_girls_2018,1,1,2018,279.99
286,electra_starship_1_16_2018,1,1,2018,279.99
287,electra_straight_8_1_16inch_boys_2018,1,1,2018,279.99
288,electra_straight_8_1_20inch_boys_2018,1,1,2018,389.99
289,electra_superbolt_1_20_2018,1,1,2018,319.99
290,electra_superbolt_3i_20_2018,1,1,2018,369.99
291,electra_sweet_ride_1_20inch_girls_2018,1,1,2018,319.99
292,electra_sweet_ride_3i_20inch_girls_2018,1,1,2018,369.99
293,electra_tiger_shark_1_20inch_boys_2018,1,1,2018,319.99
294,electra_tiger_shark_3i_20inch_boys_2018,1,1,2018,369.99
295,electra_treasure_1_20_2018,1,1,2018,319.99
296,electra_treasure_3i_20_2018,1,1,2018,369.99
297,electra_underthesea_1_16_2018,1,1,2018,279.99
298,electra_water_lily_1_16inch_girls_2018,1,1,2018,279.99
299,electra_townie_original_21d_2018,1,2,2018,559.99
300,electra_townie_balloon_3i_eq_ladies_2018,1,2,2018,799.99
301,electra_townie_balloon_7i_eq_2018,1,2,2018,899.99
302,electra_townie_original_1_2018,1,2,2018,449.99
303,electra_townie_go_8i_20172018,1,2,2018,2599.99
304,electra_townie_original_21d_eq_20172018,1,2,2018,679.99
305,electra_townie_balloon_3i_eq_20172018,1,2,2018,749.99
306,electra_townie_balloon_7i_eq_ladies_20172018,1,2,2018,899.99
307,electra_townie_balloon_8d_eq_201620172018,1,2,2018,749.99
308,electra_townie_balloon_8d_eq_ladies_201620172018,1,2,2018,749.99
309,electra_townie_commute_27d_2018,1,2,2018,899.99
310,electra_townie_commute_27d_ladies_2018,1,2,2018,899.99
311,electra_townie_commute_8d_2018,1,2,2018,749.99
312,electra_townie_commute_8d_ladies_2018,1,2,2018,699.99
313,electra_townie_original_1_ladies_2018,1,2,2018,449.99
314,electra_townie_original_21d_eq_ladies_2018,1,2,2018,679.99
315,electra_townie_original_21d_ladies_2018,1,2,2018,559.99
316,trek_checkpoint_alr_4_womens_2019,9,7,2019,1699.99
317,trek_checkpoint_alr_5_2019,9,7,2019,1999.99
318,trek_checkpoint_alr_5_womens_2019,9,7,2019,1999.99
319,trek_checkpoint_sl_5_womens_2019,9,7,2019,2799.99
320,trek_checkpoint_sl_6_2019,9,7,2019,3799.99
321,trek_checkpoint_alr_frameset_2019,9,7,2019,3199.99
